旅游团介绍,旅游团名,小分类,小分类url,旅游团价格,旅游团网页
"
                                                                                    ",【￥3699/2人越南芽庄双飞5天 南航广州往返】 仙境湾 钟屿石岬角 婆那加占婆塔 芽庄教堂特价团,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,3699元,http://www.jinmalvyou.com/travel/show?good_id=14376
"
                                            南航正点航班1小时往返直达南宁！东兴进凭祥返，双口岸进出，不走回头路！两晚下龙度假区酒店，感受异域风情；入住一晚河内市区酒店，感受异域民风！                                        ",爆款【越南含签证小费 双飞四天（直飞南宁）】世界自然遗产船游下龙湾 巴亭广场 独柱寺 镇国寺 友谊关 河内 下龙 芒街,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,999元,http://www.jinmalvyou.com/travel/show?good_id=37536
"
                                            双口岸，凭祥入东兴出，全程不走回头路，节省5小时车程！全程入住越式豪华酒店+北海升级一晚入住超豪华酒店                                        ",寒假买1送1【越南+北海 高铁5天贵宾团·全程0自费】船游下龙湾 天堂岛 巴亭广场 独柱寺 老街 北海银滩 下龙 河内 芒街,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,1399元,http://www.jinmalvyou.com/travel/show?good_id=39741
"
                                                                                    ",含寒假【越南芽庄 双飞5天】婆那加占婆塔 国家海洋博物馆 出海双岛 泥浆浴 芽庄教堂 钟屿石岬角 （广州往返+海南航空）特价团,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,2499元,http://www.jinmalvyou.com/travel/show?good_id=36879
"
                                            广州往返，南方航空豪华客机直飞芽庄，3晚入住芽庄豪华酒店，升级一晚超豪华酒店； 足够时间自由活动，体验海上项目！                                        ",【春节】越南芽庄 婆那加占婆岛 芽庄教堂 钟屿石岬角 双飞5天(广州往返+南方航空),越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,5480元,http://www.jinmalvyou.com/travel/show?good_id=21375
"
                                            纯玩0购物0自费！全程入住超豪华度假酒店！国内指定入住最新落成宁明花山温泉度假酒店，尽享温泉夜！赠送畅游观光小巴带您领略河内“地胆“文化！                                        ",春节【奢叹北越·叹海滩温泉 高铁5天 纯玩超贵团】船游下龙湾 天堂岛 巡洲岛 河内 越南三十六古街 宁明花山温泉 全程超豪华酒店,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,2999元,http://www.jinmalvyou.com/travel/show?good_id=19631
"
                                            登陆下龙湾最美、最受游客喜爱景点：天堂岛、迷宫仙境、月亮湖！升级越式牛肉火锅宴，入住3晚豪华酒店+升级1晚超豪华酒店！                                        ",春节【深度下龙湾+河内·高铁五天全程零自费】下龙湾天堂岛+迷宫仙境+月亮湖 河内 升龙皇城 越式牛肉火锅宴 3晚豪华酒店+1晚超豪华酒店【协议】,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,2199元,http://www.jinmalvyou.com/travel/show?good_id=39708
"
                                                                                    ",【 越南芽庄双飞5天 出海三岛】 五指岩 占婆塔  芽庄大教堂 龙山寺 （广州往返+海航正点航班）特价团,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,2199元,http://www.jinmalvyou.com/travel/show?good_id=26611
"
                                                                                    ",【 越南芽庄双飞4天 出海三岛】 五指岩 占婆塔 出海三岛 芽庄大教堂 龙山寺（海航广州往返 正点航班）特价,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,1999元,http://www.jinmalvyou.com/travel/show?good_id=26623
"
                                            广州往返，直飞河内，地道越南烤乳猪、越式河粉、下龙渔家风味，享莲花餐厅自助餐，赠送下龙湾下午茶，品尝越南燕窝，特别赠送体验越式按摩                                        ",     立减100春节【越南超值下龙湾双飞6天 深航广州往返】河内巴亭广场 独柱寺 胡志明故居 镇国寺 36古街 圣龙皇城 军事博物馆 特价团,越南,http://www.jinmalvyou.com/search/index/keyword/%E8%B6%8A%E5%8D%97 ,1999元,http://www.jinmalvyou.com/travel/show?good_id=41589
"
                                                                                    ",【缅甸风情】仰光大佛塔 维桑海滩 黄金屋 双飞6天(广州往返)特价团,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=26226
"
                                                                                    ",【乐游缅甸 曼德勒 蒲甘 双飞5天 广州往返】千人僧饭 固都陶塔 乌本桥日落 马车塔林穿越 曼德勒皇宫特价团,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,1999元,http://www.jinmalvyou.com/travel/show?good_id=39258
"
                                            仰光瑞光大金塔，蓬莱仙岛水中佛塔，缅甸民俗文化村：赠送品尝原生态椰汁和被誉为缅甸皇室神酒的“御用缅酒”；                                        ",春节【探秘缅甸双飞6天 广州往返】仰光大金塔 国家博物馆 黄金屋 皇家湖 唐人街庆福宫 民俗文化村 勃固千人僧院 丁茵蓬莱仙岛 ,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,3688元,http://www.jinmalvyou.com/travel/show?good_id=40690
"
                                                                                    ",【乐游缅甸】仰光 丁茵 勃固 双飞5天 特价团（广州往返 无自费）,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,1999元,http://www.jinmalvyou.com/travel/show?good_id=39819
"
                                            广州直航缅甸仰光、去程白天黄金时刻行程航班，蒲甘入住花园式酒店、内比都升级一晚超豪华酒店，缅甸特色餐满足味觉+中国菜系                                        ",【乐游缅甸全景双飞6天】 仰光 曼德勒 蒲甘 内比都 （ 广州往返 无自费+仰进曼出）品质团,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,2999元,http://www.jinmalvyou.com/travel/show?good_id=40580
"
                                            畅玩昆明、西双版纳、缅甸小勐拉，乘游船游览“海上桂林”-越南下龙湾，标配2款本味私食，原生地道的墨江哈尼风味餐和望天树风味餐！                                        ",【全新玩法·中越老缅四国联游 高铁12天】越南 老挝 南宁 滇池大坝 下龙湾 天堂岛 海埂大坝 野象谷 告庄西双景 缅甸小勐拉 磨丁古寨（协议）,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,1999元,http://www.jinmalvyou.com/travel/show?good_id=41517
"
                                                                                    ",【泰国清迈+缅甸联游双飞6天 广州往返】清迈 清莱 玻璃白庙 蓝庙 金三角 美塞小镇 缅甸大其力,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,2699元,http://www.jinmalvyou.com/travel/show?good_id=40666
"
                                                                                    ",【探秘缅甸双飞6天 广州往返】仰光大金塔 国家博物馆 黄金屋 皇家湖 唐人街庆福宫 民俗文化村 勃固千人僧院 丁茵蓬莱仙岛,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,2299元,http://www.jinmalvyou.com/travel/show?good_id=26086
"
                                                                                    ",含国家【经典缅甸】仰光 丁茵 勃固 双飞5天（广州往返+缅甸航空）,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,2599元,http://www.jinmalvyou.com/travel/show?good_id=25910
"
                                                                                    ",缅甸个人旅游签证,缅甸,http://www.jinmalvyou.com/search/index/keyword/%E7%BC%85%E7%94%B8 ,410元,http://www.jinmalvyou.com/visa/show?good_id=169
"
                                            河津川欣赏樱花，升级入住一晚温泉酒店，日本著名海鲜烧烤—矶丸水产，品尝最生鲜，登上米其林三星景点——富士山，探访空中楼阁—箱根元宫                                        ",旅展第二位2999【赏花季 日本河津川早樱 360度感受富士山 双飞6天】驹之岳空中缆车 大涌谷  竹林小径 东京银座 标准团,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,4199元,http://www.jinmalvyou.com/travel/show?good_id=39793
"
                                            大阪环球影城+有马玩具博物馆+NIFREL海游馆，前往日本古老名泉-有马温泉，升级一晚正宗温泉酒店，特别升级一餐当地特色餐！                                        ",【春节日本大阪环球影城 深度关西双飞6天 广州往返】和歌山 黑潮市场 奈良 神鹿公园 京都 神户百万夜景  NIFRE海游馆 ,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,9299元,http://www.jinmalvyou.com/travel/show?good_id=38017
"
                                            广州大阪直航往返，早去晚回，玩足5天，畅游富士山-五合目、京都世遗-金阁寺、祇园古街，特别安排御殿奥特莱斯，特价商品超级购物城。                                        ",春节爆款【品游日本本州双飞6天 广州往返】富士山 忍野八海 金阁寺 歌舞伎町  银座 御殿场奥特莱斯 浅草寺 ,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,7199元,http://www.jinmalvyou.com/travel/show?good_id=41103
"
                                            直击日本最早盛放的河津川欣赏樱花最前线，正点航班，广州往返，特别安排芦之湖游船，升级两晚温泉酒店，                                        ",旅展【赏樱季 日本尚味双温泉本州三飞6天 广州往返】河津川早樱 大阪城公园 心斋桥·道顿崛 新仓山浅间公园 芦之湖  修善寺·,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,5099元,http://www.jinmalvyou.com/travel/show?good_id=39799
"
                                            豆城崎海岸体验惊涛拍岸之壮美，升级一晚正宗温泉酒店，河津川欣赏樱花最前线，漫步粉红樱花河畔隧道，与嫩黃油菜花相得益彰！                                        ",【赏花季 日本深度本州全景大环线双飞8天】河津川早樱 伏见稻荷大社 奈良公园 大阪心斋桥 锦市场 富士山 ,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,4699元,http://www.jinmalvyou.com/travel/show?good_id=39795
"
                                            升级一晚北海道地道温泉酒店，叹正宗日式享受！赠送往返程珠海免费住宿1晚，羊蹄山名水公园，看漫天飞雪，札幌雪祭，赏大型冰雕艺术；白色树灯节点亮北国冬季银白梦幻！                                        ",春节买1送1【人均￥7999日本北海道超值道央双飞6天】札幌雪祭 白色树灯节 洞爷湖 羊蹄山名水公园 小樽运河 北一哨子馆 八音盒博物馆,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,15999元,http://www.jinmalvyou.com/travel/show?good_id=41499
"
                                                                                    ",旅展第二位2999【悦享精彩日本本州双飞5天 广州往返】大阪温泉大世界 京都花见小路 名古屋 富士山 忍野八海  东京秋叶原 超值团,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,4999元,http://www.jinmalvyou.com/travel/show?good_id=41070
"
                                            GRINPA玩雪乐园尽享冰雪奇缘！海贼王主题公园，东京银座、大阪心斋桥，买买买血拼无压力！东京进大阪出，全程不走回头路                                        ",【春节日本本州 GRINPA 玩雪双飞6天 广州往返】 海贼王主题公园 秋叶原动漫街 清水寺 二年坂、三年坂 忍野八海【东阪】,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,6999元,http://www.jinmalvyou.com/travel/show?good_id=39988
"
                                            4-5月观赏一年一度芝樱祭，东京一天自由活动时间，广州正点航班直航，东京进大阪出，保证入住一晚温泉酒店，首创跟团游和服旅拍                                        ",【印象瀛拍 日本半自助本州芝樱双飞6天 广州往返】东京一天自由活动 富士山 河口湖 京都花见小路 大阪心斋桥 和服旅拍,日本,http://www.jinmalvyou.com/search/index/keyword/%E6%97%A5%E6%9C%AC ,5299元,http://www.jinmalvyou.com/travel/show?good_id=41535
